source_file,date,year,n_items,n_found,Energy,Protein,Carbohydrate,Fiber,"Sugars, Total",Total fat,"Fatty acids, total saturated",Cholesterol,Calcium,Iron,Magnesium,Potassium,Sodium,Zinc,"Vitamin A, RAE",Vitamin C,Vitamin D (D2 + D3),Vitamin B-12,"Folate, total",Thiamin,Riboflavin,raw_energy,is_outlier
2025_03_21.csv,2025-03-21,2025,46,46,18671.6,727.9499999999997,2222.292,138.20000000000002,0.0,1004.9399999999998,550.3600000000001,2777.0,5847.0,70.92999999999999,0.0,16535.0,47727.0,0.0,58.0,774.5000000000001,0.0,0.0,140.0,0.0,0.0,18671.6,False
2025_03_29.csv,2025-03-29,2025,33,33,15478.2,361.60900000000004,1299.013,87.71999999999998,0.0,1093.5509999999997,386.26500000000004,1566.5,2133.4,68.91600000000001,94.2,2862.0,17394.5,3.3400000000000003,2.0,325.67999999999995,0.0,0.0,30.0,0.108,0.0,15478.2,False
2025_05_13.csv,2025-05-13,2025,6,6,478.0,8.71,77.14,10.799999999999999,0.0,24.099999999999998,5.18,0.0,32.0,8.74,57.300000000000004,876.0,4620.0,4.53,129.0,30.0,0.0,0.0,0.0,0.0,0.0,478.0,True
2025_05_28.csv,2025-05-28,2025,24,24,7516.25,425.44599999999997,555.3165000000001,33.68,0.0,321.1725,159.41800000000003,1200.25,1794.8,62.34200000000001,274.4,3779.0,13839.9,16.96,129.0,32.7,4.800000000000001,17.22,42.0,0.41400000000000003,1.9620000000000002,7516.25,False
2025_05_31.csv,2025-05-31,2025,23,23,7766.0,240.12,400.28999999999996,262.3,0.0,610.6099999999999,358.84000000000003,1392.0,3413.0,29.25,39.1,1474.0,8058.0,7.68,3.0,21.4,0.0,2.75,10.0,0.048,0.175,7766.0,False
2025_06_05.csv,2025-06-05,2025,17,17,10598.278139999999,325.13359375,1267.37669125,173.6081,15.5006,387.389,58.34,134.0,4010.555,71.29599999999999,102.65299999999999,10982.64,21550.995499999997,1.560305,258.0,842.8449999999999,0.0,0.0,274.547,1.1675,0.4645,10598.278139999999,False
2025_06_12.csv,2025-06-12,2025,5,5,3353.0,97.38,153.15,1.7999999999999998,0.0,262.26,144.95,717.0,3095.0,3.84,0.0,288.0,1680.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3353.0,False
2025_06_22.csv,2025-06-22,2025,39,39,14260.95,301.151,1457.2845,147.51,0.0,752.557,211.98449999999997,576.15,5130.25,56.797999999999995,85.30000000000001,4554.6,20136.0,4.69,291.0,303.5,0.0,0.0,15.0,0.054,1.26,14260.95,False
2025_06_27.csv,2025-06-27,2025,23,23,17294.5,554.8025,2787.7174999999997,225.2,0.0,435.1724999999999,111.89500000000001,460.25,6654.0,96.25000000000001,0.0,5565.25,12075.25,0.0,0.0,321.2,0.0,0.0,230.0,0.0,0.4,17294.5,False
2025_07_05.csv,2025-07-05,2025,13,13,6352.5,269.68399999999997,955.1199999999999,376.2,0.0,255.66200000000003,41.282,350.0,2259.2,41.39399999999999,0.0,1020.0,8556.5,0.0,0.0,231.7,0.0,0.0,0.0,0.0,0.0,6352.5,False
2025_07_16.csv,2025-07-16,2025,22,22,6668.6,199.95999999999998,851.0570000000001,259.75,0.0,321.34999999999997,181.72950000000006,1017.0,1361.0,20.4875,37.25,1801.75,7749.5,0.515,5.25,237.85,0.0,0.0,37.75,0.12274999999999998,0.088,6668.6,False
2025_07_22.csv,2025-07-22,2025,32,32,11190.694072657745,559.6299999999999,1315.3400000000004,110.0,0.0,495.1799999999999,187.86399999999998,643.0,5294.0,80.3,78.0,3441.0,20093.0,8.06,0.0,230.60000000000002,0.0,0.0,492.0,0.352,1.5320000000000003,11190.694072657745,False
